SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,FACE VALUE,Index,BSE_Security_Code,Listed_Company_Name,Ticker_Symbol,Official_Issuer_Name,Listing_Status,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,Instrument,ISIN
,,,,,,,3696,541778,Deep Polymers Limited,DEEP,Deep Polymers Ltd,Active,B ,10.0,INE00IY01012,Equity,,,,,
,,,,,,,3697,541799,Sungold Media and Entertainment Limited,SMEL,Sungold Media and Entertainment Ltd,Active,MT,10.0,INE266S01011,Equity,,,,,
,,,,,,,3698,541809,ICICI Prudential Mutual Fund,NEXT50IETF,ICICI Prudential Nifty Next 50 ETF,Active,B ,1.0,INF109KC1NS5,Equity,,,,,
,,,,,,,3699,541865,Add-Shop E-Retail Limited,ASRL,Add-Shop ERetail Ltd,Active,B ,10.0,INE01B501018,Equity,,,,,
,,,,,,,3700,541890,Space Incubatrics Technologies Limited,SPACEINCUBA,Space Incubatrics Technologies Ltd,Active,XT,1.0,INE797Z01028,Equity,,,,,
,,,,,,,3701,541929,Synergy Green Industries Limited,SGIL,Synergy Green Industries Ltd,Active,B ,10.0,INE00QT01015,Equity,,,,,
,,,,,,,3702,541945,Ranjeet Mechatronics Limited,RANJEET,Ranjeet Mechatronics Ltd,Active,M ,5.0,INE01A501027,Equity,,,,,
,,,,,,,3703,541956,IRCON International Ltd,IRCON,IRCON International Ltd,Active,A ,2.0,INE962Y01021,Equity,,,,,
,,,,,,,3704,541967,Sky Gold And Diamonds Limited,SKYGOLD,Sky Gold And Diamonds Ltd,Active,A ,10.0,INE01IU01018,Equity,,,,,
,,,,,,,3705,541972,SBI Mutual Fund,SETFSN50,SBI - ETF - SENSEX NEXT 50,Active,A ,10.0,INF200KA1VQ2,Equity,,,,,
,,,,,,,3706,541973,Mac Hotels Limited,MACH,Mac Hotels Ltd,Active,MT,10.0,INE004Z01011,Equity,,,,,
,,,,,,,3707,541974,Manorama Industries Limited,MANORAMA,Manorama Industries Ltd,Active,A ,2.0,INE00VM01036,Equity,,,,,
,,,,,,,3708,541983,Innovative Ideals and Services (India) Limited,INNOVATIVE,Innovative Ideals and Services (India) Ltd,Active,M ,10.0,INE492Y01011,Equity,,,,,
,,,,,,,3709,541988,AAVAS Financiers Limited,AAVAS,AAVAS Financiers Ltd,Active,A ,10.0,INE216P01012,Equity,,,,,
,,,,,,,3710,542011,Garden Reach Shipbuilders & Engineers Limited,GRSE,Garden Reach Shipbuilders & Engineers Ltd,Active,A ,10.0,INE382Z01011,Equity,,,,,
,,,,,,,3711,542012,A-1 LIMITED,A1L,A-1 Ltd,Active,T ,1.0,INE911Z01025,Equity,,,,,
,,,,,,,3712,542013,Dolfin Rubbers Limited,DOLFIN,Dolfin Rubbers Ltd,Active,B ,10.0,INE666Y01010,Equity,,,,,
,,,,,,,3713,542019,Shubham Polyspin Limited,SHUBHAM,Shubham Polyspin Ltd,Active,T ,10.0,INE01J501010,Equity,,,,,
,,,,,,,3714,542020,AKI India Limited,AKI,AKI India Ltd,Active,B ,2.0,INE642Z01026,Equity,,,,,
,,,,,,,3715,542025,Sun Retail Limited,SUNRETAIL,Sun Retail Ltd,Active,M ,1.0,INE206Z01020,Equity,,,,,
,,,,,,,3716,542034,S. M. Gold Limited,SMGOLD,S. M. Gold Ltd,Active,T ,10.0,INE00Q901014,Equity,,,,,
,,,,,,,3717,542046,VIVID MERCANTILE LIMITED,VIVIDM,Vivid Mercantile Ltd,Active,B ,1.0,INE647Z01025,Equity,,,,,
,,,,,,,3718,542057,BCPL Railway Infrastructure Limited,BCPL,BCPL Railway Infrastructure Ltd,Active,B ,10.0,INE00SW01015,Equity,,,,,
,,,,,,,3719,542066,ADANI TOTAL GAS LIMITED,ATGL,Adani Total Gas Ltd,Active,A ,1.0,INE399L01023,Equity,,,,,
,,,,,,,3720,542123,The Phosphate Company Limited,PHOSPHATE,The Phosphate Company Ltd,Active,X ,10.0,INE398C01016,Equity,,,,,
,,,,,,,3721,542131,Mirae Asset Mutual Fund,NIFTYETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),Active,B ,100.0,INF769K01EG9,Equity,,,,,
,,,,,,,3722,542141,Techno Electric & Engineering Company Limited,TECHNOE,Techno Electric & Engineering Company Ltd,Active,A ,2.0,INE285K01026,Equity,,,,,
,,,,,,,3723,542145,Roni Households Limited,RONI,Roni Households Ltd,Active,M ,10.0,INE02AP01013,Equity,,,,,
,,,,,,,3724,542146,Shree Krishna Infrastructure Limited,SKIFL,Shree Krishna Infrastructure Ltd,Active,M ,10.0,INE951Z01013,Equity,,,,,
,,,,,,,3725,542155,Diksha Greens Limited,DGL,Diksha Greens Ltd,Active,MT,10.0,INE01GR01018,Equity,,,,,
,,,,,,,3726,542176,Aryan Share & Stock Brokers Ltd.,ARYAN,Aryan Share and Stock Brokers Ltd,Active,X ,10.0,INE016X01010,Equity,,,,,
,,,,,,,3727,542206,NIVAKA FASHIONS LIMITED,NIVAKA,Nivaka Fashions Ltd,Active,XT,1.0,INE139E01028,Equity,,,,,
,,,,,,,3728,542216,DALMIA BHARAT LIMITED,DALBHARAT,Dalmia Bharat Ltd,Active,A ,2.0,INE00R701025,Equity,,,,,
,,,,,,,3729,542230,Aditya Birla Sun Life Mutual Fund,ABSLNN50ET,Aditya Birla Sun Life Nifty Next 50 ETF,Active,B ,1.0,INF209KB16D7,Equity,,,,,
,,,,,,,3730,542231,Nila Spaces Ltd,NILASPACES,Nila Spaces Ltd,Active,B ,1.0,INE00S901012,Equity,,,,,
,,,,,,,3731,542232,Shankar Lal Rampal Dye-Chem Limited,SRD,Shankar Lal Rampal Dye-Chem Ltd,Active,B ,10.0,INE01NE01012,Equity,,,,,
,,,,,,,3732,542233,Trejhara Solutions Limited,TREJHARA,Trejhara Solutions Ltd,Active,T ,10.0,INE00CA01015,Equity,,,,,
,,,,,,,3733,542248,Deccan Health Care Limited,DECCAN,Deccan Health Care Ltd,Active,B ,10.0,INE452W01019,Equity,,,,,
,,,,,,,3734,542285,Axita Cotton Limited,AXITA,Axita Cotton Ltd,Active,T ,1.0,INE02EZ01022,Equity,,,,,
,,,,,,,3735,542323,KPI Green Energy Limited,KPIGREEN,KPI Green Energy Ltd,Active,A ,5.0,INE542W01025,Equity,,,,,
,,,,,,,3736,542332,Hi-Klass Trading and Investment Limited,HIKLASS,Hi-Klass Trading and Investment Ltd,Active,XT,5.0,INE302R01024,Equity,,,,,
,,,,,,,3737,542333,RPSG VENTURES LIMITED,RPSGVENT,RPSG Ventures Ltd,Active,B ,10.0,INE425Y01011,Equity,,,,,
,,,,,,,3738,542337,Spencer's Retail Limited,SPENCERS,Spencers Retail Ltd,Active,B ,5.0,INE020801028,Equity,,,,,
,,,,,,,3739,542351,Gloster Ltd,GLOSTERLTD,Gloster Ltd,Active,B ,10.0,INE350Z01018,Equity,,,,,
,,,,,,,3740,542367,Xelpmoc Design and Tech Limited,XELPMOC,Xelpmoc Design and Tech Ltd,Active,B ,10.0,INE01P501012,Equity,,,,,
,,,,,,,3741,542376,SPA Capital Services Limited,SPACAPS,SPA Capital Services Ltd,Active,XT,10.0,INE726X01014,Equity,,,,,
,,,,,,,3742,542377,Aar Shyam India Investment Company Limited,AARSHYAM,Aar Shyam India Investment Company Ltd,Active,XT,10.0,INE512R01010,Equity,,,,,
,,,,,,,3743,542383,Ritco Logistics Limited,RITCO,Ritco Logistics Ltd,Active,B ,10.0,INE01EG01016,Equity,,,,,
,,,,,,,3744,542399,Chalet Hotels Limited,CHALET,Chalet Hotels Ltd,Active,A ,10.0,INE427F01016,Equity,,,,,
,,,,,,,3745,542437,Anmol India Limited,ANMOL,Anmol India Ltd,Active,B ,10.0,INE02AR01019,Equity,,,,,
,,,,,,,3746,542446,Jonjua Overseas Limited,JONJUA,Jonjua Overseas Ltd,Active,M ,10.0,INE793Z01027,Equity,,,,,
,,,,,,,3747,542459,Kranti Industries Limited,KRANTI,Kranti Industries Ltd,Active,B ,10.0,INE911T01010,Equity,,,,,
,,,,,,,3748,542460,The Anup Engineering Ltd,ANUP,The Anup Engineering Ltd,Active,A ,10.0,INE294Z01018,Equity,,,,,
,,,,,,,3749,542477,Gleam Fabmat Limited,GLEAM,Gleam Fabmat Ltd,Active,MT,10.0,INE03CM01014,Equity,,,,,
,,,,,,,3750,542484,Arvind Fashions Limited,ARVINDFASN,Arvind Fashions Ltd,Active,A ,4.0,INE955V01021,Equity,,,,,
,,,,,,,3751,542503,Mahip Industries Limited,MAHIP,Mahip Industries Ltd,Active,MT,10.0,INE00CX01017,Equity,,,,,
,,,,,,,3752,542513,UTI Mutual Fund,SNXT50BETA,UTI BSE Sensex Next 50 ETF,Active,A ,1.0,INF789F1AUU3,Equity,,,,,
,,,,,,,3753,542524,AMBASSADOR INTRA HOLDINGS LIMITED,AIHL,Ambassador Intra Holdings Ltd,Active,XT,10.0,INE342U01016,Equity,,,,,
,,,,,,,3754,542544,Jyot International Marketing Limited,JYOTIN,Jyot International Marketing Ltd,Active,XT,10.0,INE043R01016,Equity,,,,,
,,,,,,,3755,542579,Ashapuri Gold Ornament Limited,AGOL,Ashapuri Gold Ornament Ltd,Active,B ,1.0,INE05FR01029,Equity,,,,,
,,,,,,,3756,542580,Aartech Solonics Limited,AARTECH,Aartech Solonics Ltd,Active,B ,5.0,INE01C001026,Equity,,,,,
,,,,,,,3757,542592,Humming Bird Education Limited,HBEL,Humming Bird Education Ltd,Active,M ,1.0,INE02PC01027,Equity,,,,,
,,,,,,,3758,542597,MSTC Limited,MSTCLTD,MSTC Ltd,Active,B ,10.0,INE255X01014,Equity,,,,,
,,,,,,,3759,542599,Roopshri Resorts Limited,ROOPSHRI,Roopshri Resorts Ltd,Active,MT,10.0,INE03WT01017,Equity,,,,,
,,,,,,,3760,542627,Chandni Machines Limited,CHANDNIMACH,Chandni Machines Ltd,Active,XT,10.0,INE01GZ01011,Equity,,,,,
,,,,,,,3761,542628,Northern Spirits Limited,NSL,Northern Spirits Ltd,Active,B ,10.0,INE01BL01012,Equity,,,,,
,,,,,,,3762,542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.0,INE415G01027,Equity,,,,,
,,,,,,,3763,542650,Metropolis Healthcare Limited,METROPOLIS,Metropolis Healthcare Ltd,Active,A ,2.0,INE112L01020,Equity,,,,,
,,,,,,,3764,542651,KPIT Technologies Ltd,KPITTECH,KPIT Technologies Ltd,Active,A ,10.0,INE04I401011,Equity,,,,,
,,,,,,,3765,542652,Polycab India Limited,POLYCAB,Polycab India Ltd,Active,A ,10.0,INE455K01017,Equity,,,,,
,,,,,,,3766,542654,V R FILMS & STUDIOS LIMITED,VRFILMS,V R Films & Studios Ltd,Active,B ,10.0,INE06LG01010,Equity,,,,,
,,,,,,,3767,542655,VIKAS LIFECARE LIMITED,VIKASLIFE,Vikas Lifecare Ltd,Active,B ,1.0,INE161L01027,Equity,,,,,
,,,,,,,3768,542665,Neogen Chemicals Limited,NEOGEN,Neogen Chemicals Ltd,Active,B ,10.0,INE136S01016,Equity,,,,,
,,,,,,,3769,542666,G. K. P. Printing & Packaging Limited,GKP,G. K. P. Printing & Packaging Ltd,Active,T ,10.0,INE05QJ01015,Equity,,,,,
,,,,,,,3770,542668,EVANS ELECTRIC LIMITED,EVANS,Evans Electric Ltd,Active,M ,10.0,INE06TD01010,Equity,,,,,
,,,,,,,3771,542669,BMW INDUSTRIES LIMITED,BMW,BMW Industries Ltd,Active,B ,1.0,INE374E01021,Equity,,,,,
,,,,,,,3772,542670,Artemis Electricals and Projects Limited,AEPL,Artemis Electricals and Projects Ltd,Active,X ,1.0,INE757T01025,Equity,,,,,
,,,,,,,3773,542679,Dhanashree Electronics Limited,DEL,Dhanashree Electronics Ltd,Active,X ,10.0,INE413F01016,Equity,,,,,
,,,,,,,3774,542682,Harish Textile Engineers Limited,HARISH,Harish Textile Engineers Ltd,Active,X ,10.0,INE01K301012,Equity,,,,,
,,,,,,,3775,542684,Prakash Pipes Limited,PPL,Prakash Pipes Ltd,Active,B ,10.0,INE050001010,Equity,,,,,
,,,,,,,3776,542685,Digicontent Limited,DGCONTENT,Digicontent Ltd,Active,B ,2.0,INE03JI01017,Equity,,,,,
,,,,,,,3777,542694,Parshva Enterprises Limited,PARSHVA,Parshva Enterprises Ltd,Active,T ,10.0,INE05MV01019,Equity,,,,,
,,,,,,,3778,542721,Anand Rayons Limited,ARL,Anand Rayons Ltd,Active,B ,10.0,INE02GA01012,Equity,,,,,
,,,,,,,3779,542724,Murae Organisor Limited,MURAE,Murae Organisor Ltd,Active,B ,1.0,INE060601031,Equity,,,,,
,,,,,,,3780,542725,SBC EXPORTS LIMITED,SBC,SBC Exports Ltd,Active,B ,1.0,INE04AK01028,Equity,,,,,
,,,,,,,3781,542726,IndiaMART InterMESH Limited,INDIAMART,IndiaMART InterMESH Ltd,Active,A ,10.0,INE933S01016,Equity,,,,,
,,,,,,,3782,542727,CITY PULSE MULTIVENTURES LIMITED,CPML,City Pulse Multiventures Ltd,Active,M ,10.0,INE056001014,Equity,,,,,
,,,,,,,3783,542728,SK International Export Limited,SKIEL,SK International Export Ltd,Active,MT,10.0,INE04ST01013,Equity,,,,,
,,,,,,,3784,542729,DCM NOUVELLE LIMITED,DCMNVL,DCM Nouvelle Ltd,Active,B ,10.0,INE08KP01019,Equity,,,,,
,,,,,,,3785,542730,ICICI Prudential Mutual Fund,BANKIETF,ICICI Prudential Nifty Bank ETF,Active,B ,1.0,INF109KC15I8,Equity,,,,,
,,,,,,,3786,542747,Nippon India Mutual Fund,SNXT50BEES,Nippon India ETF S&P BSE Sensex Next 50,Active,A ,10.0,INF204KB15D0,Equity,,,,,
,,,,,,,3787,542752,AFFLE 3I LIMITED,AFFLE,Affle 3I Ltd,Active,A ,2.0,INE00WC01027,Equity,,,,,
,,,,,,,3788,542758,ICICI Prudential Mutual Fund,PVTBANIETF,ICICI Prudential Nifty Private Bank ETF,Active,B ,1.0,INF109KC18U7,Equity,,,,,
,,,,,,,3789,542759,Spandana Sphoorty Financial Limited,SPANDANA,Spandana Sphoorty Financial Ltd,Active,B ,10.0,INE572J01011,Equity,,,,,
,,,,,,,3790,542760,STERLING AND WILSON RENEWABLE ENERGY LIMITED,SWSOLAR,Sterling and Wilson Renewable Energy Ltd,Active,A ,1.0,INE00M201021,Equity,,,,,
,,,,,,,3791,542765,Transpact Enterprises Limited,TRANSPACT,Transpact Enterprises Ltd,Active,MS,10.0,INE06YD01010,Equity,,,,,
,,,,,,,3792,542770,Alphalogic Techsys Limited,ALPHALOGIC,Alphalogic Techsys Ltd,Active,B ,5.0,INE08E401029,Equity,,,,,
,,,,,,,3793,542771,Novateor Research Laboratories Limited,NOVATEOR,Novateor Research Laboratories Ltd,Active,MT,10.0,INE08JY01013,Equity,,,,,
,,,,,,,3794,542772,360 ONE WAM LIMITED,360ONE,360 ONE WAM LTD,Active,A ,1.0,INE466L01038,Equity,,,,,
,,,,,,,3795,542773,IIFL CAPITAL SERVICES LIMITED,IIFLCAPS,IIFL Capital Services Ltd,Active,A ,2.0,INE489L01022,Equity,,,,,
,,,,,,,3796,542774,MUFIN GREEN FINANCE LIMITED,MUFIN,Mufin Green Finance Ltd,Active,B ,1.0,INE08KJ01020,Equity,,,,,
,,,,,,,3797,542801,Misquita Engineering Limited,MISQUITA,Misquita Engineering Ltd,Active,M ,10.0,INE957W01025,Equity,,,,,
,,,,,,,3798,542802,Galactico Corporate Services Limited,GALACTICO,Galactico Corporate Services Ltd,Active,B ,1.0,INE906Y01028,Equity,,,,,
,,,,,,,3799,542803,Vaxfab Enterprises Limited,VEL,Vaxfab Enterprises Ltd,Active,X ,10.0,INE560T01015,Equity,,,,,
,,,,,,,3800,542812,Gujarat Fluorochemicals Limited,FLUOROCHEM,Gujarat Fluorochemicals Ltd,Active,A ,1.0,INE09N301011,Equity,,,,,
,,,,,,,3801,542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A ,2.0,INE335Y01020,Equity,,,,,
,,,,,,,3802,542850,GOBLIN INDIA LIMITED,GOBLIN,Goblin India Ltd,Active,M ,10.0,INE492Z01018,Equity,,,,,
,,,,,,,3803,542851,Gensol Engineering Limited,GENSOL,Gensol Engineering Ltd,Active,Z ,10.0,INE06H201014,Equity,,,,,
,,,,,,,3804,542852,Vishwaraj Sugar Industries Limited,VISHWARAJ,Vishwaraj Sugar Industries Ltd,Active,B ,2.0,INE430N01022,Equity,,,,,
,,,,,,,3805,542857,Greenpanel Industries Limited,GREENPANEL,Greenpanel Industries Ltd,Active,B ,1.0,INE08ZM01014,Equity,,,,,
,,,,,,,3806,542862,Shahlon Silk Industries Limited,SHAHLON,Shahlon Silk Industries Ltd,Active,XT,2.0,INE052001026,Equity,,,,,
,,,,,,,3807,542863,Aditya Birla Sun Life Mutual Fund,ABSLBANETF,Aditya Birla Sun Life Nifty Bank ETF,Active,B ,1.0,INF209KB17D5,Equity,,,,,
,,,,,,,3808,542864,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,MOUNT,Mount Housing and Infrastructure Ltd,Active,XT,10.0,INE444X01014,Equity,,,,,
,,,,,,,3809,542865,Anuroop Packaging Limited,ANUROOP,Anuroop Packaging Ltd,Active,B ,10.0,INE490Z01012,Equity,,,,,
,,,,,,,3810,542866,COLAB PLATFORMS LIMITED,COLAB,Colab Platforms Ltd,Active,B ,1.0,INE317W01030,Equity,,,,,
,,,,,,,3811,542867,CSB Bank Limited,CSBBANK,CSB Bank Ltd,Active,A ,10.0,INE679A01013,Equity,,,,,
,,,,,,,3812,542904,Ujjivan Small Finance Bank Limited,UJJIVANSFB,Ujjivan Small Finance Bank Ltd,Active,A ,10.0,INE551W01018,Equity,,,,,
,,,,,,,3813,542905,Hindware Home Innovation Limited,HINDWAREAP,Hindware Home Innovation Ltd,Active,B ,2.0,INE05AN01011,Equity,,,,,
,,,,,,,3814,542906,Easun Capital Markets Limited,EASUN,Easun Capital Markets Ltd,Active,XT,10.0,INE771C01014,Equity,,,,,
,,,,,,,3815,542907,Prince Pipes and Fittings Limited,PRINCEPIPE,Prince Pipes and Fittings Ltd,Active,B ,10.0,INE689W01016,Equity,,,,,
,,,,,,,3816,542910,Valencia Nutrition Limited,VALENCIA,Valencia Nutrition Ltd,Active,MS,10.0,INE08RT01016,Equity,,,,,
,,,,,,,3817,542911,Assam Entrade Limited,ASSAMENT,Assam Entrade Ltd,Active,X ,10.0,INE165G01010,Equity,,,,,
,,,,,,,3818,542918,Gian Life Care Limited,GIANLIFE,Gian Life Care Ltd,Active,Z ,10.0,INE063601012,Equity,,,,,
,,,,,,,3819,542919,Artemis Medicare Services Limited,ARTEMISMED,Artemis Medicare Services Ltd,Active,B ,1.0,INE025R01021,Equity,,,,,
,,,,,,,3820,542920,SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,Sumitomo Chemical India Ltd,Active,A ,10.0,INE258G01013,Equity,,,,,
,,,,,,,3821,542921,ICICI Prudential Mutual Fund,MIDCAPIETF,ICICI Prudential Nifty Midcap 150 ETF,Active,B ,1.0,INF109KC11W8,Equity,,,,,
,,,,,,,3822,542922,Mirae Asset Mutual Fund,NEXT50,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),Active,B ,275.0,INF769K01FN2,Equity,,,,,
,,,,,,,3823,542923,TRANWAY21 TECHNOLOGIES LIMITED,TRANWAY21,Tranway21 Technologies Ltd,Active,TS,10.0,INE0BIW01023,Equity,,,,,
,,,,,,,3824,542931,Vardhan Capital & Finance Limited,VARDHANCFL,Vardhan Capital & Finance Ltd,Active,XT,10.0,INE128G01018,Equity,,,,,
,,,,,,,3825,542933,UNIVERSUS PHOTO IMAGINGS LIMITED,UNIVPHOTO,Universus Photo Imagings Ltd,Active,B ,10.0,INE03V001013,Equity,,,,,
,,,,,,,3826,542934,Chandra Bhagat Pharma Limited,CBPL,Chandra Bhagat Pharma Ltd,Active,MT,10.0,INE07QQ01016,Equity,,,,,
,,,,,,,3827,542938,Octavius Plantations Limited,OCTAVIUSPL,Octavius Plantations Ltd,Active,X ,10.0,INE117S01016,Equity,,,,,
,,,,,,,3828,543064,Cohance Lifesciences Limited,COHANCE,Cohance Lifesciences Ltd,Active,A ,1.0,INE03QK01018,Equity,,,,,
,,,,,,,3829,543065,SM Auto Stamping Limited,SMAUTO,SM Auto Stamping Ltd,Active,M ,10.0,INE0C4I01011,Equity,,,,,
,,,,,,,3830,543066,SBI CARDS AND PAYMENT SERVICES LIMITED,SBICARD,SBI Cards and Payment Services Ltd,Active,A ,10.0,INE018E01016,Equity,,,,,
,,,,,,,3831,543144,Nippon India Mutual Fund,08MPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB11T5,Equity,,,,,
,,,,,,,3832,543145,Nippon India Mutual Fund,08ADR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB12S5,Equity,,,,,
,,,,,,,3833,543146,Nippon India Mutual Fund,08MPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB12T3,Equity,,,,,
,,,,,,,3834,543147,Nippon India Mutual Fund,08AMD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB13S3,Equity,,,,,
,,,,,,,3835,543148,Nippon India Mutual Fund,08AMR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT MONTHLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB14S1,Equity,,,,,
,,,,,,,3836,543149,Nippon India Mutual Fund,08BPB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - BONUS PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB15S8,Equity,,,,,
,,,,,,,3837,543150,Nippon India Mutual Fund,08GPG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - GROWTH PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB16S6,Equity,,,,,
,,,,,,,3838,543151,Nippon India Mutual Fund,08ABB,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT BONUS PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB17R6,Equity,,,,,
,,,,,,,3839,543152,Nippon India Mutual Fund,08QPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB17S4,Equity,,,,,
,,,,,,,3840,543153,Nippon India Mutual Fund,08AGG,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT GROWTH PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB18R4,Equity,,,,,
,,,,,,,3841,543154,Nippon India Mutual Fund,08QPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB18S2,Equity,,,,,
,,,,,,,3842,543155,Nippon India Mutual Fund,08AQD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB19R2,Equity,,,,,
,,,,,,,3843,543156,Nippon India Mutual Fund,08DPD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB19S0,Equity,,,,,
,,,,,,,3844,543168,Nippon India Mutual Fund,08AQR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT QUARTERLY DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB10S9,Equity,,,,,
,,,,,,,3845,543169,Nippon India Mutual Fund,08DPR,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB10T7,Equity,,,,,
,,,,,,,3846,543170,Nippon India Mutual Fund,08ADD,NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - DIRECT DIVIDEND PLAN(Issue Price: 0.01),Active,B ,10.0,INF204KB11S7,Equity,,,,,
,,,,,,,3847,543171,RO Jewels Limited,ROJL,RO Jewels Ltd,Active,B ,2.0,INE0BDU01028,Equity,,,,,
,,,,,,,3848,543172,Cospower Engineering Limited,COSPOWER,Cospower Engineering Ltd,Active,MT,10.0,INE0CQB01010,Equity,,,,,
,,,,,,,3849,543173,Nippon India Mutual Fund,11DPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10.0,INF204KB14U7,Equity,,,,,
,,,,,,,3850,543174,Nippon India Mutual Fund,11GPG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10.0,INF204KB10U5,Equity,,,,,
,,,,,,,3851,543175,Nippon India Mutual Fund,11MPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.0,INF204KB15U4,Equity,,,,,
,,,,,,,3852,543176,Nippon India Mutual Fund,11MPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANREINVESTMENT,Active,B ,10.0,INF204KB16U2,Equity,,,,,
,,,,,,,3853,543177,Nippon India Mutual Fund,11QPD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.0,INF204KB11U3,Equity,,,,,
,,,,,,,3854,543178,Nippon India Mutual Fund,11QPR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2QUARTERLY DIVIDEND PLANREINVESTMENT,Active,B ,10.0,INF204KB12U1,Equity,,,,,
,,,,,,,3855,543179,Nippon India Mutual Fund,11ADD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.0,INF204KB16T4,Equity,,,,,
,,,,,,,3856,543180,Nippon India Mutual Fund,11ADR,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,Active,B ,10.0,INF204KB17T2,Equity,,,,,
,,,,,,,3857,543181,Nippon India Mutual Fund,11AGG,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,Active,B ,10.0,INF204KB13T1,Equity,,,,,
,,,,,,,3858,543182,Nippon India Mutual Fund,11AMD,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,Active,B ,10.0,INF204KB18T0,Equity,,,,,
